FCSTDATE,FCSTTIME,TMP,UUU,VVV,VEC,WSD,SKY,PTY,POP,WAV,PCP,REH,SNO,TMX,TMN
20220425,1200,21,-0.1,0.5,158,0.5,4,0,30,0,강수없음,70,적설없음,,
20220425,1300,22,0.1,0.8,187,0.8,3,0,20,0,강수없음,70,적설없음,,
20220425,1400,23,0.3,1,197,1,3,0,20,0,강수없음,65,적설없음,,
20220425,1500,24,0.8,1,219,1.3,3,0,20,0,강수없음,60,적설없음,,26.0
20220425,1600,24,1.1,0.6,241,1.3,3,0,20,0,강수없음,55,적설없음,,
20220425,1700,24,0.8,-0.2,284,0.8,3,0,20,0,강수없음,55,적설없음,,
20220425,1800,23,0.5,-0.4,309,0.6,3,0,20,0,강수없음,65,적설없음,,
20220425,1900,22,0,-0.6,9,0.6,4,0,30,0,강수없음,65,적설없음,,
20220425,2000,21,0,-1,6,1,4,0,30,0,강수없음,65,적설없음,,
20220425,2100,21,-0.6,-0.9,38,1.1,4,0,30,0,강수없음,70,적설없음,,
20220425,2200,20,-0.8,-1.1,39,1.4,4,0,30,0,강수없음,70,적설없음,,
20220425,2300,20,-0.1,1.1,170,1.1,4,0,30,0,강수없음,70,적설없음,,
20220426,0000,19,-0.4,1.4,160,1.5,4,0,30,0,강수없음,70,적설없음,,
20220426,0100,19,-1.2,-2.3,29,2.6,4,1,85,0,2.0mm,70,적설없음,,
20220426,0200,18,-3.8,-1.3,72,4.1,4,1,74,0,3.0mm,80,적설없음,,
20220426,0300,18,-3.2,-0.2,87,3.3,4,1,60,0,2.0mm,85,적설없음,,
20220426,0400,18,-3.8,-0.8,78,4,4,1,60,0,2.0mm,85,적설없음,,
20220426,0500,17,-2.6,-2,53,3.4,4,1,60,0,2.0mm,85,적설없음,,
20220426,0600,17,-1,-1.9,30,2.2,4,1,60,0,2.0mm,80,적설없음,17.0,
20220426,0700,17,-1.1,-1.5,39,1.9,4,1,60,0,1.0mm,80,적설없음,,
20220426,0800,18,-1.1,-1.4,41,1.8,4,0,30,0,강수없음,75,적설없음,,
20220426,0900,19,0.1,-1.5,356,1.5,4,0,30,0,강수없음,75,적설없음,,
20220426,1000,20,-0.1,-1.8,6,1.8,3,0,20,0,강수없음,65,적설없음,,
20220426,1100,22,-0.1,-1.1,10,1.1,3,0,20,0,강수없음,60,적설없음,,
20220426,1200,25,1.1,-2.4,335,2.6,1,0,0,0,강수없음,45,적설없음,,
20220426,1300,26,1.4,-2.1,326,2.5,1,0,0,0,강수없음,45,적설없음,,
20220426,1400,27,2.3,-1.4,301,2.7,1,0,0,0,강수없음,45,적설없음,,
20220426,1500,26,3,-1.3,293,3.3,1,0,0,0,강수없음,45,적설없음,,28.0
20220426,1600,26,3.2,-2.3,306,3.9,1,0,0,0,강수없음,45,적설없음,,
20220426,1700,25,3,-2.3,307,3.8,1,0,0,0,강수없음,50,적설없음,,
20220426,1800,24,2.3,-0.5,282,2.4,1,0,0,0,강수없음,50,적설없음,,
20220426,1900,22,2.2,0.4,260,2.2,1,0,0,0,강수없음,55,적설없음,,
20220426,2000,19,2.4,-0.4,279,2.4,1,0,0,0,강수없음,65,적설없음,,
20220426,2100,19,2.4,-1.9,308,3.1,1,0,0,0,강수없음,65,적설없음,,
20220426,2200,17,2.1,-1.9,312,2.8,1,0,0,0,강수없음,60,적설없음,,
20220426,2300,17,2.2,-1.7,308,2.8,1,0,0,0,강수없음,55,적설없음,,
20220427,0000,15,1.7,-1.8,317,2.5,1,0,0,0,강수없음,40,적설없음,,
20220427,0100,15,1.4,-2.3,329,2.7,1,0,0,0,강수없음,35,적설없음,,
20220427,0200,14,1.4,-1.6,319,2.1,1,0,0,0,강수없음,30,적설없음,,
20220427,0300,13,1.7,-2.3,324,2.9,1,0,0,0,강수없음,30,적설없음,,
20220427,0400,12,1.4,-1.9,324,2.4,1,0,0,0,강수없음,35,적설없음,,
20220427,0500,12,1.4,-2,325,2.4,1,0,0,0,강수없음,40,적설없음,,
20220427,0600,11,1.1,-1.5,324,1.9,1,0,0,0,강수없음,40,적설없음,11.0,
20220427,0700,11,1.3,-1.7,323,2.1,1,0,0,0,강수없음,45,적설없음,,
20220427,0800,13,1.7,-2.3,324,2.9,1,0,0,0,강수없음,40,적설없음,,
20220427,0900,14,1.8,-2.1,319,2.8,1,0,0,0,강수없음,35,적설없음,,
20220427,1000,15,1.8,-2.4,323,3,1,0,0,0,강수없음,30,적설없음,,
20220427,1100,17,1.4,-2.5,331,2.9,1,0,0,0,강수없음,30,적설없음,,
20220427,1200,19,0.7,-1.3,332,1.5,1,0,0,0,강수없음,30,적설없음,,
20220427,1300,20,1.2,-0.8,304,1.4,1,0,0,0,강수없음,30,적설없음,,
20220427,1400,21,1.9,-0.8,293,2.1,1,0,0,0,강수없음,25,적설없음,,
20220427,1500,21,1.8,-0.9,297,2,1,0,0,0,강수없음,25,적설없음,,22.0
20220427,1600,22,1.7,-0.3,280,1.7,1,0,0,0,강수없음,25,적설없음,,
20220427,1700,21,1.5,0.3,259,1.5,1,0,0,0,강수없음,25,적설없음,,
20220427,1800,20,1.4,1.2,229,1.8,1,0,0,0,강수없음,30,적설없음,,
20220427,1900,18,1.2,1.2,225,1.7,1,0,0,0,강수없음,40,적설없음,,
20220427,2000,17,1,0.8,231,1.3,1,0,0,0,강수없음,40,적설없음,,
20220427,2100,16,1.4,-0.7,297,1.6,1,0,0,0,강수없음,40,적설없음,,
20220427,2200,16,0.9,-1.5,329,1.7,1,0,0,0,강수없음,40,적설없음,,
20220427,2300,15,0.6,-1.2,333,1.3,1,0,0,0,강수없음,45,적설없음,,
20220428,0000,14,0.5,-1.5,342,1.6,1,0,0,0,강수없음,45,적설없음,,
20220428,0100,14,0.1,-1.4,356,1.4,1,0,0,0,강수없음,50,적설없음,,
20220428,0200,13,0.1,-1.5,356,1.5,1,0,0,0,강수없음,55,적설없음,,
20220428,0300,13,0.1,-1.4,356,1.4,1,0,0,0,강수없음,55,적설없음,,
20220428,0400,12,-0.5,-1.4,23,1.5,1,0,0,0,강수없음,65,적설없음,,
20220428,0500,12,-1.1,-1.2,45,1.7,3,0,20,0,강수없음,65,적설없음,,
20220428,0600,12,-1.6,-0.1,87,1.7,3,0,20,0,강수없음,70,적설없음,12.0,
20220428,0700,13,-1.1,0.4,108,1.3,1,0,0,0,강수없음,60,적설없음,,
20220428,0800,14,-1.4,0.9,121,1.7,1,0,0,0,강수없음,55,적설없음,,
20220428,0900,17,-1,1,132,1.5,1,0,0,0,강수없음,50,적설없음,,
20220428,1000,18,-0.5,1,149,1.2,1,0,0,0,강수없음,50,적설없음,,
20220428,1100,20,0.4,0.7,210,0.8,1,0,0,0,강수없음,45,적설없음,,
20220428,1200,22,0.8,0.6,233,1,1,0,0,0,강수없음,30,적설없음,,
20220428,1300,23,1.4,0.5,250,1.5,3,0,20,0,강수없음,30,적설없음,,
20220428,1400,23,1.8,0.3,261,1.8,3,0,20,0,강수없음,30,적설없음,,
20220428,1500,23,2.4,-0.1,272,2.4,3,0,20,0,강수없음,30,적설없음,,24.0
20220428,1600,23,2.6,-0.5,281,2.6,4,0,30,0,강수없음,25,적설없음,,
20220428,1700,22,2.5,-0.9,290,2.7,4,0,30,0,강수없음,30,적설없음,,
20220428,1800,21,1.9,-0.6,288,2,4,0,30,0,강수없음,35,적설없음,,
20220428,1900,20,1.3,-0.1,274,1.3,3,0,20,0,강수없음,40,적설없음,,
20220428,2000,18,1.3,-1.1,310,1.7,4,0,30,0,강수없음,45,적설없음,,
20220428,2100,18,-0.2,-1.7,10,1.7,4,0,30,0,강수없음,50,적설없음,,
20220428,2200,17,-1.2,-1.4,43,1.9,4,0,30,0,강수없음,55,적설없음,,
20220428,2300,16,-1,-1.6,35,1.9,4,0,30,0,강수없음,60,적설없음,,
20220429,0000,16,-1.8,-1.4,54,2.4,4,0,30,0,강수없음,60,적설없음,,
20220429,0100,15,-1.6,-1.2,55,2.1,4,0,30,0,강수없음,65,적설없음,,
20220429,0200,14,-1.6,-1.1,57,2,4,1,60,0,강수없음,70,적설없음,,
20220429,0300,13,-1.9,-1.3,57,2.4,4,1,60,0,1.0mm,75,적설없음,,
20220429,0400,13,-2,-1,65,2.3,4,1,60,0,1.0mm,80,적설없음,,
20220429,0500,12,-1.9,-0.8,68,2.2,4,1,60,0,강수없음,85,적설없음,,
20220429,0600,12,-1.6,-0.9,62,1.9,4,1,60,0,강수없음,85,적설없음,12.0,
20220429,0700,12,-1.5,-1.1,55,1.9,4,1,60,0,강수없음,85,적설없음,,
20220429,0800,13,-2,-0.8,69,2.2,4,0,30,0,강수없음,80,적설없음,,
20220429,0900,14,-2.7,-0.4,82,2.8,4,0,30,0,강수없음,75,적설없음,,
20220429,1000,14,-2.6,-0.5,80,2.7,4,0,30,0,강수없음,70,적설없음,,
20220429,1100,14,-2.8,-1,71,3.1,4,0,30,0,강수없음,65,적설없음,,
20220429,1200,15,-2.2,-1.4,59,2.7,4,0,30,0,강수없음,55,적설없음,,
20220429,1300,17,-1.9,-1.8,48,2.7,3,0,20,0,강수없음,50,적설없음,,
20220429,1400,17,-1.6,-1.9,42,2.5,3,0,20,0,강수없음,50,적설없음,,
20220429,1500,17,-1.8,-2.3,40,3,3,0,20,0,강수없음,45,적설없음,,18.0
20220429,1600,18,-2,-2.3,42,3.1,3,0,20,0,강수없음,45,적설없음,,
20220429,1700,17,-2.1,-2.2,45,3.1,3,0,20,0,강수없음,45,적설없음,,
20220429,1800,16,-2.3,-1.7,55,2.9,3,0,20,0,강수없음,45,적설없음,,
20220429,1900,15,-1.8,-0.8,67,2.1,3,0,20,0,강수없음,50,적설없음,,
20220429,2000,14,-1.9,-0.8,68,2.2,1,0,0,0,강수없음,55,적설없음,,
20220429,2100,13,-1.8,-0.8,67,2.1,1,0,0,0,강수없음,55,적설없음,,
20220429,2200,12,-1.6,-0.6,71,1.8,1,0,0,0,강수없음,60,적설없음,,
20220429,2300,12,-1.5,-0.4,76,1.6,1,0,0,0,강수없음,60,적설없음,,
20220430,0000,11,-1.5,0,90,1.6,1,0,0,0,강수없음,65,적설없음,,
20220430,0100,11,-1.3,0.4,106,1.5,3,0,20,0,강수없음,65,적설없음,,
20220430,0200,10,-1.1,0.5,113,1.3,3,0,20,0,강수없음,70,적설없음,,
20220430,0300,10,-1,0.6,119,1.3,3,0,20,0,강수없음,70,적설없음,,
20220430,0400,10,-1.1,0.7,120,1.4,3,0,20,0,강수없음,70,적설없음,,
20220430,0500,10,-1,0.6,119,1.3,3,0,20,0,강수없음,75,적설없음,,
20220430,0600,10,-1.1,0.8,124,1.4,3,0,20,0,강수없음,75,적설없음,10.0,
20220430,0700,11,-1.3,1.4,135,2,4,0,30,0,강수없음,70,적설없음,,
20220430,0800,12,-1.1,1.5,141,1.9,3,0,20,0,강수없음,65,적설없음,,
20220430,0900,13,-1,2,151,2.3,4,0,30,0,강수없음,60,적설없음,,
20220430,1000,14,-0.1,2.4,175,2.4,4,0,30,0,강수없음,55,적설없음,,
20220430,1100,15,1.3,2.1,212,2.5,4,0,30,0,강수없음,55,적설없음,,
20220502,1200,18,3.7,-2.9,309,4.7,1,0,0,0,강수없음,25,적설없음,,
20220502,1300,18,4.2,-2.7,302,5,1,0,0,0,강수없음,25,적설없음,,
20220502,1400,18,4.6,-2.2,296,5.1,1,0,0,0,강수없음,25,적설없음,,
20220502,1500,18,5,-1.7,288,5.3,1,0,0,0,강수없음,25,적설없음,,19.0
20220502,1600,18,4.6,-1,282,4.7,1,0,0,0,강수없음,25,적설없음,,
20220502,1700,18,3.9,-0.6,279,3.9,1,0,0,0,강수없음,25,적설없음,,
20220502,1800,17,3.8,-0.3,274,3.8,1,0,0,0,강수없음,30,적설없음,,
20220502,1900,16,2.6,0.7,256,2.7,1,0,0,0,강수없음,40,적설없음,,
20220502,2000,15,2.5,-0.7,285,2.6,1,0,0,0,강수없음,45,적설없음,,
20220502,2100,14,2.5,-2.5,315,3.6,1,0,0,0,강수없음,50,적설없음,,
20220502,2200,13,1.9,-2.2,319,2.9,1,0,0,0,강수없음,50,적설없음,,
20220502,2300,13,1.1,-2,331,2.3,1,0,0,0,강수없음,55,적설없음,,
20220503,0000,12,0.7,-2.2,342,2.3,1,0,0,0,강수없음,65,적설없음,,
20220503,0100,12,0.5,-2.2,347,2.3,1,0,0,0,강수없음,65,적설없음,,
20220503,0200,11,-0.1,-1.8,7,1.8,1,0,0,0,강수없음,70,적설없음,,
20220503,0300,10,-0.1,-1,11,1,1,0,0,0,강수없음,75,적설없음,,
20220503,0400,10,-1.1,-0.8,56,1.4,1,0,0,0,강수없음,70,적설없음,,
20220503,0500,10,-0.6,1.1,146,1.3,1,0,0,0,강수없음,75,적설없음,,
20220503,0600,9,0,0.4,175,0.4,1,0,0,0,강수없음,75,적설없음,9.0,
20220503,0700,11,0.2,1,189,1,1,0,0,0,강수없음,70,적설없음,,
20220503,0800,13,0.2,1.3,187,1.3,1,0,0,0,강수없음,60,적설없음,,
20220503,0900,15,0.9,2.2,202,2.4,1,0,0,0,강수없음,55,적설없음,,
20220503,1000,17,2,2.8,216,3.5,1,0,0,0,강수없음,40,적설없음,,
20220503,1100,18,2.8,3.5,218,4.5,1,0,0,0,강수없음,35,적설없음,,
20220503,1200,19,2.7,2.5,227,3.7,1,0,0,0,강수없음,30,적설없음,,
20220503,1300,19,3.1,2.3,233,3.9,1,0,0,0,강수없음,30,적설없음,,
20220503,1400,20,3.3,2.2,236,4,1,0,0,0,강수없음,30,적설없음,,
20220503,1500,20,3.3,2.1,238,3.9,1,0,0,0,강수없음,25,적설없음,,20.0
20220503,1600,19,3.2,2,238,3.8,1,0,0,0,강수없음,30,적설없음,,
20220503,1700,18,2.9,1.8,238,3.4,1,0,0,0,강수없음,30,적설없음,,
20220503,1800,17,2,1.4,235,2.4,1,0,0,0,강수없음,35,적설없음,,
20220503,1900,16,1,0.9,228,1.3,1,0,0,0,강수없음,40,적설없음,,
20220503,2000,15,0.6,1.1,209,1.3,1,0,0,0,강수없음,45,적설없음,,
20220503,2100,15,0.2,1.5,188,1.5,1,0,0,0,강수없음,50,적설없음,,
20220503,2200,14,-0.3,1.5,165,1.6,1,0,0,0,강수없음,50,적설없음,,
20220503,2300,14,-0.5,1.5,158,1.6,1,0,0,0,강수없음,55,적설없음,,
20220504,0000,13,-0.5,1.5,158,1.6,1,0,0,0,강수없음,55,적설없음,,
20220504,0100,13,-0.4,1.5,162,1.6,1,0,0,0,강수없음,55,적설없음,,
20220504,0200,13,-0.6,1.5,155,1.7,1,0,0,0,강수없음,55,적설없음,,
20220504,0300,12,-0.8,1.4,147,1.7,1,0,0,0,강수없음,55,적설없음,,
20220504,0400,12,-0.9,1.4,144,1.7,1,0,0,0,강수없음,55,적설없음,,
20220504,0500,12,-0.9,1.4,144,1.7,1,0,0,0,강수없음,55,적설없음,,
20220504,0600,12,-1,1.4,142,1.8,1,0,0,0,강수없음,60,적설없음,12.0,
20220504,0700,13,-1.1,1.4,139,1.8,1,0,0,0,강수없음,55,적설없음,,
20220504,0800,15,-0.3,2.2,170,2.2,1,0,0,0,강수없음,50,적설없음,,
20220504,0900,17,0,2.5,180,2.5,1,0,0,0,강수없음,45,적설없음,,
20220504,1000,19,0.9,2.7,198,2.8,1,0,0,0,강수없음,40,적설없음,,
20220504,1100,21,1.8,2.9,212,3.4,1,0,0,0,강수없음,40,적설없음,,
20220504,1200,23,2.2,3,216,3.7,1,0,0,0,강수없음,35,적설없음,,
20220504,1300,23,2.7,3,222,4,1,0,0,0,강수없음,35,적설없음,,
20220504,1400,24,2.9,3,224,4.2,1,0,0,0,강수없음,40,적설없음,,
20220504,1500,23,3,3,225,4.2,1,0,0,0,강수없음,40,적설없음,,24.0
20220504,1600,23,3,2.9,226,4.2,1,0,0,0,강수없음,40,적설없음,,
20220504,1700,22,2.6,2.7,224,3.7,1,0,0,0,강수없음,40,적설없음,,
20220504,1800,21,1.7,2,220,2.6,1,0,0,0,강수없음,45,적설없음,,
20220504,1900,19,0.9,1.5,211,1.7,1,0,0,0,강수없음,50,적설없음,,
20220504,2000,18,0.4,1.6,194,1.6,1,0,0,0,강수없음,55,적설없음,,
20220504,2100,18,-0.1,1.6,173,1.6,1,0,0,0,강수없음,60,적설없음,,
20220504,2200,17,-0.4,1.5,162,1.6,1,0,0,0,강수없음,60,적설없음,,
20220504,2300,16,-0.5,1.4,157,1.5,1,0,0,0,강수없음,65,적설없음,,
20220505,0000,16,-0.7,1.4,150,1.6,1,0,0,0,강수없음,60,적설없음,,
20220505,0100,15,-0.7,1.3,148,1.5,1,0,0,0,강수없음,65,적설없음,,
20220505,0200,15,-0.7,1.3,148,1.5,1,0,0,0,강수없음,60,적설없음,,
20220505,0300,14,-0.6,1.4,153,1.6,1,0,0,0,강수없음,65,적설없음,,
20220505,0400,14,-0.5,1.4,157,1.5,1,0,0,0,강수없음,65,적설없음,,
20220505,0500,14,0,1.8,177,1.8,1,0,0,0,강수없음,65,적설없음,,
20220505,0600,13,0.1,1.8,183,1.8,1,0,0,0,강수없음,65,적설없음,13.0,
20220505,0700,15,-0.3,1,158,1.1,1,0,0,0,강수없음,65,적설없음,,
20220505,0800,17,-0.5,1.2,153,1.3,1,0,0,0,강수없음,45,적설없음,,
20220505,0900,18,0.2,1.7,187,1.7,1,0,0,0,강수없음,45,적설없음,,
20220505,1000,20,0.8,1.8,204,2,1,0,0,0,강수없음,40,적설없음,,
20220505,1100,22,1.5,1.8,220,2.3,1,0,0,0,강수없음,35,적설없음,,
20220509,1200,21,-2,0.2,95,2.1,1,0,0,0,강수없음,45,적설없음,,
20220509,1300,22,-2.3,0.5,102,2.5,1,0,0,0,강수없음,35,적설없음,,
20220509,1400,23,-2.3,0.8,108,2.5,1,0,0,0,강수없음,35,적설없음,,
20220509,1500,24,-1.9,1,117,2.2,1,0,0,0,강수없음,30,적설없음,,25.0
20220509,1600,24,-1.4,1.1,126,1.9,1,0,0,0,강수없음,30,적설없음,,
20220509,1700,24,-0.8,1.3,145,1.6,1,0,0,0,강수없음,30,적설없음,,
20220509,1800,22,0.3,1,197,1,1,0,0,0,강수없음,35,적설없음,,
20220509,1900,20,0.8,0.9,222,1.2,1,0,0,0,강수없음,45,적설없음,,
20220509,2000,19,-0.2,1,163,1,1,0,0,0,강수없음,50,적설없음,,
20220509,2100,19,-1.3,1.5,137,2.1,1,0,0,0,강수없음,55,적설없음,,
20220509,2200,18,-1,0.8,126,1.4,1,0,0,0,강수없음,55,적설없음,,
20220509,2300,18,-1.2,0.8,122,1.5,3,0,20,0,강수없음,50,적설없음,,
20220510,0000,17,-1.4,1,124,1.8,3,0,20,0,강수없음,50,적설없음,,
20220510,0100,16,-1.1,1,130,1.6,3,0,20,0,강수없음,50,적설없음,,
20220510,0200,15,-1.2,1,128,1.6,3,0,20,0,강수없음,55,적설없음,,
20220510,0300,14,-1.3,0.8,120,1.6,3,0,20,0,강수없음,55,적설없음,,
20220510,0400,14,-1.2,0.8,122,1.5,3,0,20,0,강수없음,60,적설없음,,
20220510,0500,13,-1.4,0.6,112,1.6,3,0,20,0,강수없음,65,적설없음,,
20220510,0600,13,-1.6,0.3,100,1.7,3,0,20,0,강수없음,70,적설없음,13.0,
20220510,0700,14,-1.6,0.6,109,1.8,3,0,20,0,강수없음,55,적설없음,,
20220510,0800,16,-1.6,1,120,2,3,0,20,0,강수없음,50,적설없음,,
20220510,0900,17,-1.7,0.9,117,2,3,0,20,0,강수없음,45,적설없음,,
20220510,1000,19,-1.7,1.2,124,2.2,3,0,20,0,강수없음,35,적설없음,,
